Date(GMT),Caption,Hashtags
"Thu, 13 Jul 2023 09:30:00 GMT","🌾 La agricultura es el corazón de nuestra alimentación, pero el cambio climático está poniendo en peligro esta fuente vital de alimentos. La sequía, en particular, está afectando a miles de agricultores y poniendo en riesgo la seguridad alimentaria de nuestras comunidades.

🌱 ¿Sabías que la sequía puede provocar la pérdida de cultivos, disminución de la calidad de los alimentos y aumento de los precios? Los agricultores luchan cada día para mantener sus cultivos con recursos limitados de agua, mientras que sus ganancias y sustento se ven amenazados.

✨ La buena noticia es que todos podemos hacer algo para ayudar. Aquí hay algunas formas de marcar la diferencia:

1️⃣ Ahorra agua: ¡Cada gota cuenta! Adopta prácticas de uso eficiente del agua en tu hogar y jardín. Pequeños cambios, como reparar fugas y regar las plantas temprano en la mañana o al anochecer, pueden hacer una gran diferencia.

2️⃣ Apoya a los agricultores locales: Compra productos frescos y de temporada directamente a los agricultores locales. Al hacerlo, estás contribuyendo a su sustento y promoviendo prácticas agrícolas sostenibles.

3️⃣ Educa y comparte: Comparte esta publicación para crear conciencia sobre el impacto de la sequía en la agricultura. Juntos, podemos inspirar a otros a tomar medidas y marcar la diferencia.

🙏Seamos conscientes de nuestras acciones y trabajemos juntos para asegurar un futuro sostenible. 💚💦

📩 info@grafiberica.com
📞 +34 972 91 37 67

#Sequía #AgriculturaSostenible #CambioClimático #AguaParaTodos #JuntosPodemos #GRAF #GRAFIberica #recuperacionaguadelluvia #suds #depósitos #tratamientoaguasresiduales #separadoresdegrasas #separadoresdehidrocarburos #jardín",#Sequía #AgriculturaSostenible #CambioClimático #AguaParaTodos #JuntosPodemos #GRAF #GRAFIberica #recuperacionaguadelluvia #suds #depósitos #tratamientoaguasresiduales #separadoresdegrasas #separadoresdehidrocarburos #jardín
"Tue, 11 Jul 2023 10:09:44 GMT","✨TIPS GRAF para ahorrar agua

1. Reparar los grifos que gotean
2. Instalar un aireador en los grifos
3. Tener el lavavajillas adecuado
4. Utilizar el agua de lluvia para el hogar
5. No dejar el grifo abierto
6. Duchas más cortas
7. Utilizar el agua de lluvia para el jardín

¿Quieres saber más?
📩 info@grafiberica.com
📞 +34 972 91 37 67

#sequía #cambioclimático #escasezdeagua #graf #agua #graf #grafiberica #ottografgmbh #sostenibilidad #sustainability #consumoresponsable #mesdelasequía #depósitosexteriores #depósitossoterrados #tratamientoaguasresiduales",#sequía #cambioclimático #escasezdeagua #graf #agua #graf #grafiberica #ottografgmbh #sostenibilidad #sustainability #consumoresponsable #mesdelasequía #depósitosexteriores #depósitossoterrados #tratamientoaguasresiduales
"Mon, 10 Jul 2023 08:00:00 GMT","✨El equipo de GRAF Ibérica os desea a todos un feliz verano!

☀Os recordamos que del día 17 de Julio hasta el 11 de Septiembre nuestro horario será de 9:00 a 15:00. 

📩 info@grafiberica.com
📞 +34 972 91 37 67 

#equipo #equipounido #teambuilding #GRAF #GRAFiberica #lluvia #aguadelluvia #depuradoras #tratamientodeaguasresiduales #separadoresdegrasas #separadoresdehidrocarburos #suds #depósitos #depósitosexteriores #depósitosdecorativos",#equipo #equipounido #teambuilding #GRAF #GRAFiberica #lluvia #aguadelluvia #depuradoras #tratamientodeaguasresiduales #separadoresdegrasas #separadoresdehidrocarburos #suds #depósitos #depósitosexteriores #depósitosdecorativos
"Tue, 04 Jul 2023 08:00:00 GMT","💧En GRAF Ibérica, dedicaremos este mes a promover el consumo responsable del agua. 

​🌍Estamos en época de sequía y ser conscientes de como afecta cada uno de nuestros actos al medio ambiente es clave. 

Hoy os dejamos con una imagen del pantano de Sau, en Girona, donde se puede apreciar la sequía del terreno. 

📩 info@grafiberica.com
📞 +34 972 91 37 67

#sequía #cambioclimático #escasezdeagua #graf #agua #graf #grafiberica #ottografgmbh #sostenibilidad #sustainability #consumoresponsable #mesdelasequía #depósitosexteriores #depósitossoterrados #tratamientoaguasresiduales",#sequía #cambioclimático #escasezdeagua #graf #agua #graf #grafiberica #ottografgmbh #sostenibilidad #sustainability #consumoresponsable #mesdelasequía #depósitosexteriores #depósitossoterrados #tratamientoaguasresiduales
"Thu, 29 Jun 2023 08:00:00 GMT","✨En GRAF, disponemos de una gran variedad de productos para la recuperación del agua de lluvia.

😃 En este caso, hacemos referencia a dos depósitos soterrados Carat XXL de 26.000L en Torre Vilana- Barcelona.

¿En qué va a beneficiar un depósito soterrado de agua GRAF?
✔️Ahorro considerable en la factura del agua
✔️Gestión sostenible del agua

🌐https://bit.ly/3XyhRjf
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden
"Tue, 27 Jun 2023 07:44:48 GMT","🏡Sabes como funciona un sistema de Tratamiento de Aguas Residuales? 
Descúbrelo en nuestro vídeo. 

✔️Fácil instalación
✔️Bajo consumo energético

¿Quieres saber más? Descúbrelo en:

🌐https://www.graf.info/es-es/tratamiento-aguas-residuales.html 
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #depuradora #one2clean #lluvia #agua #tratamientoaguasresiduales #ahorro #casa #jardín #obra #aguapotable #sostenibilidad #reciclaje #solucionessostenibles #construcción #tratemoselagua #recuperaaguadelluvia #ahorroagua #tormenta",#graf #grafiberica #depuradora #one2clean #lluvia #agua #tratamientoaguasresiduales #ahorro #casa #jardín #obra #aguapotable #sostenibilidad #reciclaje #solucionessostenibles #construcción #tratemoselagua #recuperaaguadelluvia #ahorroagua #tormenta
"Thu, 22 Jun 2023 08:00:02 GMT","✨Quieres un depósito de agua de lluvia y no sabes qué capacidad comprar?

Te recomendamos lo siguiente:
✔️Calcular qué cantidad de agua consumes anualmente por persona o m2.
✔️Informarte de la pluviometría media anual en provincia.
✔️Si tienes dudas, contactar con nuestro departamento técnico, que te asesorará sin compromiso. 

📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater
"Tue, 20 Jun 2023 08:32:10 GMT","✨NUEVA NOMENCLATURA GAMA TRATAMIENTO DE AGUAS RESIDUALES ✨

Descúbrela en nuestra publicación!

🌐https://www.grafiberica.com 
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #tratamientodeaguasresiduales #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #tratamientodeaguasresiduales #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater
"Thu, 15 Jun 2023 08:04:31 GMT","🏡¿Sabías que en GRAF Ibérica tenemos kits para la recuperación del agua de lluvia?

Link in bio y consulta nuestra web para más información!

✔️Fácil instalación
✔️Disponible en varios tamaños y modelos

¿Quieres saber más? 
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #depósitosoterrado #depósitoexterior #lluvia #agua #aguadelluvia #ahorro #casa #jardín #obra #aguapotable #sostenibilidad #reciclaje #solucionessostenibles #construcción #tratemoselagua #recuperaaguadelluvia #ahorroagua #tormenta",#graf #grafiberica #depósitosoterrado #depósitoexterior #lluvia #agua #aguadelluvia #ahorro #casa #jardín #obra #aguapotable #sostenibilidad #reciclaje #solucionessostenibles #construcción #tratemoselagua #recuperaaguadelluvia #ahorroagua #tormenta
"Tue, 13 Jun 2023 11:06:13 GMT","✨¡Nuestro departamento logístico trabaja sin parar! 

Vuestros pedidos, en las mejores manos. 

Nuestro equipo, es el responsable de que cada pedido sea entregado lo más rápido posible. 

Quieres conocernos más?
Visita nuestra página web- Link in bio
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #showroom #instalaciones #formaciones #rrhh #customerexperience #clientes #customer #client #agua #water #medioambiente #sostenibilidad #instalaciones #solucionessostenibles #depuradoras #suds #jardín #jardinería #fosafiltro",#graf #grafiberica #showroom #instalaciones #formaciones #rrhh #customerexperience #clientes #customer #client #agua #water #medioambiente #sostenibilidad #instalaciones #solucionessostenibles #depuradoras #suds #jardín #jardinería #fosafiltro
"Fri, 09 Jun 2023 08:05:52 GMT","✨En GRAF, disponemos de una gran variedad de productos el drenaje sostenible. 

😃 En este caso, hacemos referencia a un proyecto en Barcelona donde instalamos 7.500 unidades de Rain Bloc 300L, con una capacidad de almacenamiento de 2.251 m3. 

¿En qué va a beneficiar la instalación de los productos GRAF?

✔️Mejor infiltración de agua al terreno
✔️Aligerar la carga estática

🌐Link in bio
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #barcelona #environment #medioambiente #water #rain #garden #savewater",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #barcelona #environment #medioambiente #water #rain #garden #savewater
"Tue, 06 Jun 2023 07:05:51 GMT","✨Sabes como recuperar agua de lluvia en casa?

🏡​En GRAF disponemos de una gran gama de depósitos decorativos para recuperar agua de lluvia que se adaptarán a tu casa y decorarán el jardín a tu gusto. ¿Conoces la gama de depósitos decorativos COLOR? 

✔️Disponible en varios colores
✔️Ideales para recuperar agua de lluvia

📩 info@grafiberica.com
📞 +34 972 91 37 67

#sequia #agua #aguadelluvia #aguapotable #restricciones #casa #casayjardin #decorativo #depositodecorativo #lluvia #recuperacionaguadelluvia #rainwaterharvesting #depositostone2en1 #water #regar #jardin #flores",#sequia #agua #aguadelluvia #aguapotable #restricciones #casa #casayjardin #decorativo #depositodecorativo #lluvia #recuperacionaguadelluvia #rainwaterharvesting #depositostone2en1 #water #regar #jardin #flores
"Mon, 05 Jun 2023 10:30:00 GMT","🌍🌱 ¡Feliz Día Mundial del Medio Ambiente! 🌱🌍

Hoy más que nunca, debemos recordar que debemos cuidar, proteger y preservar nuestro entorno natural para las generaciones futuras. ¡Cada pequeña acción cuenta!

🌿🌍🤝 Hagamos juntos la diferencia!

1️⃣ Reducir, reutilizar y reciclar: ¡Dale una segunda vida a los objetos y minimiza tu huella ecológica!

2️⃣ Ahorra energía: Apaga luces y electrodomésticos cuando no los utilices, opta por energías renovables y sé consciente de tu consumo.

3️⃣ Planta un árbol: Los árboles son pulmones de nuestro planeta. Contribuye al aumento de la vegetación y ayuda a combatir el cambio climático.

4️⃣ Cambia tus hábitos de consumo: Opta por productos eco-friendly y apoya a empresas sostenibles. Juntos podemos impulsar un cambio positivo.

🌈🌏🤗 Recuerda, cada acción, por más pequeña que sea, cuenta. Juntos podemos marcar la diferencia y crear un futuro más verde y sostenible para todos.

#DiaMundialDelMedioAmbiente #CuidemosNuestroPlaneta #Sostenibilidad #PreservaLaNaturaleza #JuntosPorElMedioAmbiente  #GRAF",#DiaMundialDelMedioAmbiente #CuidemosNuestroPlaneta #Sostenibilidad #PreservaLaNaturaleza #JuntosPorElMedioAmbiente #GRAF
"Tue, 30 May 2023 08:01:29 GMT","Conoces nuestra gama de depósitos exteriores para agua de lluvia? Redondos o rectangulares, de diferentes capacidades. 

✔️Robustos
✔️Estables
✔️Económicos 

¿Quieres más información? Link in bio- GARANTIA

📩 info@grafiberica.com
📞 +34 972 91 37 67",
"Thu, 25 May 2023 08:00:14 GMT","🏡¿Sabías que en GRAF Ibérica tenemos fuentes de jardín para extraer el agua de lluvia?

Link in bio y consulta nuestra web para más información!

✔️Muy prácticas
✔️Disponibles en varios colores y modelos

📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #fuentesdejardín #depósitosoterrado #depósitoexterior #lluvia #agua #aguadelluvia #ahorro #casa #jardín #obra #aguapotable #sostenibilidad #reciclaje #solucionessostenibles #construcción #tratemoselagua #recuperaaguadelluvia #ahorroagua #tormenta",#graf #grafiberica #fuentesdejardín #depósitosoterrado #depósitoexterior #lluvia #agua #aguadelluvia #ahorro #casa #jardín #obra #aguapotable #sostenibilidad #reciclaje #solucionessostenibles #construcción #tratemoselagua #recuperaaguadelluvia #ahorroagua #tormenta
"Tue, 23 May 2023 09:22:40 GMT","✨Nuevo post en nuestro blog!

Cómo seleccionar lo que va al contenedor amarillo
👉Quieres verlo?
Link en bio

📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #depósitosoterrado #sostenibilidad #sustainability #consumo #consumoresponsable #carat #depósitocarat #environment #medioambiente #water #rain #suds #drenajesostenible #sistemasurbanosdedrenajesostenible #jardín #garden",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #depósitosoterrado #sostenibilidad #sustainability #consumo #consumoresponsable #carat #depósitocarat #environment #medioambiente #water #rain #suds #drenajesostenible #sistemasurbanosdedrenajesostenible #jardín #garden
"Thu, 18 May 2023 08:30:05 GMT","✨En GRAF, disponemos de una gran variedad de productos para el drenaje sostenible.

😃 En este caso, hacemos referencia a un proyecto del Parking polideportivo en Cumillas (Cantabria). Se han usado 800 unidades Rain Bloc 300L

¿En qué va a beneficiar el drenaje sostenible de GRAF?
✔️Evitar encharcamientos e inundaciones en la zona
✔️Mejorar la gestión sostenible y escorrentía del agua pluvial

👉Quieres más información?
🌐https://bit.ly/3Ofnhhg
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater
"Tue, 16 May 2023 06:55:07 GMT","✨Sabes lo fácil que es instalar un depósito de recuperación de agua de lluvia Carat? 

Compruébalo en nuestro nuevo vídeo

🌐https://bit.ly/3XyhRjf
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater
"Thu, 11 May 2023 07:28:14 GMT","✨GRAF Ibérica cuenta con una superficie de más de 8.500m2.
¿Quieres conocernos?
 
Visita nuestra página web
📩 info@grafiberica.com
📞 +34 972 91 37 67
 
#graf #grafiberica #showroom #instalaciones #formaciones #rrhh #customerexperience #clientes #customer #client agua #water #medioambiente #sostenibilidad #instalaciones #solucionessostenibles #depuradoras #suds #jardín #jardinería #fosafiltro",#graf #grafiberica #showroom #instalaciones #formaciones #rrhh #customerexperience #clientes #customer #client #water #medioambiente #sostenibilidad #instalaciones #solucionessostenibles #depuradoras #suds #jardín #jardinería #fosafiltro
"Tue, 09 May 2023 07:49:39 GMT","✨Sabes como recuperar agua de lluvia en casa? 

🏡​En GRAF disponemos de una gran gama de depósitos decorativos para recuperar agua de lluvia que se adaptarán a tu casa y decorarán el jardín a tu gusto. 

Porque tener un depósito decorativo GRAF?
✔️Regar tus plantas y el jardín
✔️Decorar tu jardín 
✔️Recuperar agua de lluvia

📩 info@grafiberica.com
📞 +34 972 91 37 67

#sequia #agua #aguadelluvia #aguapotable #restricciones #casa #casayjardin #decorativo #depositodecorativo #lluvia #recuperacionaguadelluvia #rainwaterharvesting #depositostone2en1 #water #regar #jardin #flores",#sequia #agua #aguadelluvia #aguapotable #restricciones #casa #casayjardin #decorativo #depositodecorativo #lluvia #recuperacionaguadelluvia #rainwaterharvesting #depositostone2en1 #water #regar #jardin #flores
"Thu, 04 May 2023 09:44:33 GMT","¡Estamos en TEKTÓNICA (FIL- Lisboa)!
Ven a visitarnos en nuestro stand (2 A 14) y descubre todo lo que tenemos preparado para ti. Te esperamos con increíbles promociones y novedades.
No pierdas la oportunidad de conocer nuestro equipo, nuestra empresa y nuestros productos.
 
📩 info@grafiberica.com
📞 +34 972 91 37 67

#tektónica #agua #water #depuradoras #one2clean #depósitos #depósitosoterrado #aguapotable #tratamientoaguasresiduales #rainwater #wastewater #depósitosgasóleo #separadoresdehidrocarburos #suds #drenajesostenible",#tektónica #agua #water #depuradoras #one2clean #depósitos #depósitosoterrado #aguapotable #tratamientoaguasresiduales #rainwater #wastewater #depósitosgasóleo #separadoresdehidrocarburos #suds #drenajesostenible
"Tue, 02 May 2023 08:00:00 GMT","🏡¿Sabías que en GRAF Ibérica también tenemos depósitos decorativos para la recuperación del agua de lluvia?

Link in bio y consulta nuestra web para más información! 

✔️Fácil instalación
✔️Disponible en varios colores y modelos

¿Quieres saber más? Descúbrelo en:

📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #depósitosoterrado #depósitoexterior #lluvia #agua #aguadelluvia #ahorro #casa #jardín #obra #aguapotable #sostenibilidad #reciclaje #solucionessostenibles #construcción #tratemoselagua #recuperaaguadelluvia #ahorroagua #tormenta",#graf #grafiberica #depósitosoterrado #depósitoexterior #lluvia #agua #aguadelluvia #ahorro #casa #jardín #obra #aguapotable #sostenibilidad #reciclaje #solucionessostenibles #construcción #tratemoselagua #recuperaaguadelluvia #ahorroagua #tormenta
"Thu, 27 Apr 2023 11:00:00 GMT","✨Nuevo post en nuestro blog!

Por eso a tus plantas les encanta el agua de lluvia.
👉Quieres verlo?
Link in bio

📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #depósitosoterrado #sostenibilidad #sustainability #consumo #consumoresponsable #carat #depósitocarat #environment #medioambiente #water #rain #suds #drenajesostenible #sistemasurbanosdedrenajesostenible #jardín #garden",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #depósitosoterrado #sostenibilidad #sustainability #consumo #consumoresponsable #carat #depósitocarat #environment #medioambiente #water #rain #suds #drenajesostenible #sistemasurbanosdedrenajesostenible #jardín #garden
"Tue, 25 Apr 2023 08:00:03 GMT","✨PREPARA TU HUERTO PARA EL VERANO✨

🌍TIP Nº4: COMPOSTAR

Los compostadores de Garantía, ayudan a reducir los residuos y facilitar el abono fresco a los aficionados de la jardinería. 

✔️Rápido proceso de compostaje gracias a su sistema de ventilación optimizado
✔️Montaje sin herramientas
✔️Hecho de 100% material reciclado

¿Quieres más información?
Link in bio- Página web JARDÍN GARANTÍA-

📩 info@grafiberica.com
📞 +34 972 91 37 67",
"Thu, 20 Apr 2023 09:31:24 GMT","✨PREPARA TU HUERTO PARA EL VERANO✨

🌍TIP Nº3: PLANTAR

Los túneles de cultivo y el huerto urbano GRAF, potenciarán el crecimiento de tus plantas. 
Por qué tenerlos? 

✔️Acelera el crecimiento de las plantas
✔️Recoge el agua de lluvia o riego
✔️Protege las plantas contra el mal tiempo y los parásitos

¿Quieres más información?
Link in bio- Página web JARDÍN GARANTÍA-

📩 info@grafiberica.com
📞 +34 972 91 37 67",
"Tue, 18 Apr 2023 08:00:03 GMT","✨PREPARA TU HUERTO PARA EL VERANO✨

🌍TIP Nº2: ABONAR Y PREPARAR EL TERRENO. 

Las LOSETAS MAXI GRAF, son el pavimento ideal para caminos en jardines y campings. Te convencerán por:

✔️Su máxima seguridad al pisar
✔️Su formato resistente al paso de carretillas
✔️Su superficie antideslizante
✔️Son apilables y fáciles de retirar

¿Quieres más información?
Link in bio- Página web JARDÍN GARANTÍA-

📩 info@grafiberica.com
📞 +34 972 91 37 67",
"Thu, 13 Apr 2023 13:30:00 GMT","✨PREPARA TU HUERTO PARA EL VERANO✨

🏡​¿Quieres preparar tu huerto para el verano? A continuación, te daremos algunos consejos para hacerlo con los productos GRAF.

🌍TIP Nº1: PREPARAR LA TIERRA es lo más importante del proceso. Si lo hacemos bien, conseguiremos:

✔️Facilitar la retención de agua en el suelo
✔️Facilitar la absorción de los nutrientes de la raíz
✔️Facilitar el desarrollo de la planta. 

📩 info@grafiberica.com
📞 +34 972 91 37 67",
"Tue, 11 Apr 2023 10:31:07 GMT","✨NUEVO DEPÓSITO CARAT XL 13.000L✨ 

¡Ampliamos nuestra gama de productos Carat XL!

En GRAF Iberica, ya tenemos disponible el nuevo depósito Carat XL, también en agua potable. 

Qué ventajas tiene el depósito Carat XL de 13.000L?
✔️Bajo peso
✔️Cúpula giratoria
✔️Transitable por vehículos

​👉Quieres más información? 

🌐https://bit.ly/3A7coG9
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater
"Thu, 06 Apr 2023 08:00:00 GMT","✨Nuevo post en nuestro blog!

En GRAF, fabricamos más de tres millones de productos reciclados al año. 
👉Quieres verlos?
Link in bio

📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #depósitosoterrado #sostenibilidad #sustainability #consumo #consumoresponsable #carat #depósitocarat #environment #medioambiente #water #rain #suds #drenajesostenible #sistemasurbanosdedrenajesostenible",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #depósitosoterrado #sostenibilidad #sustainability #consumo #consumoresponsable #carat #depósitocarat #environment #medioambiente #water #rain #suds #drenajesostenible #sistemasurbanosdedrenajesostenible
"Tue, 04 Apr 2023 08:00:00 GMT","✨En GRAF, disponemos de una gran variedad de productos para la recuperación de agua de lluvia.

😃 En este caso, hacemos referencia a un proyecto en Cabrils (Barcelona) donde recogemos y almacenamos 20.000L de agua de lluvia con nuestro depósito Carat XL. El proyecto también cuenta con la instalación de una fosa filtro anaerobix y pack de túneles de infiltración para aguas residuales.

¿En qué va a beneficiar esta instalación de nuestros productos GRAF?
✔️Ahorro de agua en la vivienda
✔️Contribución a la sostenibilidad

👉Quieres más información?
🌐https://bit.ly/3ZDhOTA
📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater

https://bit.ly/3ZDhOTA",#graf #grafiberica #ottografgmbh #agua #aguadelluvia #recuperaciónaguadelluvia #suds #sostenibilidad #sustainability #consumo #consumoresponsable #ecobloc #ecobloclight #environment #medioambiente #water #rain #garden #savewater
"Thu, 30 Mar 2023 08:00:00 GMT","El pasado martes día 28 de marzo, nuestra compañera Blanca León presentó en el webinar de @aguasresiduales.info S.L nuestro Caso de éxito: Al-Mutlaa, Kuwait ""Instalación de un sistema de infiltración en las arenas del desierto""

¿Quieres verlo?

👉 https://bit.ly/40twSnJ",
"Tue, 28 Mar 2023 08:48:05 GMT","En nuestra empresa, la formación es una prioridad. ¡Queremos que nuestros trabajadores estén siempre actualizados y preparados para ofrecerte el mejor servicio posible! 📚

Por eso, hemos iniciado una formación especializada en montaje de depuradoras y fosas sépticas para todos nuestros empleados. Durante la sesión, aprendieron todo lo que necesitaban saber sobre nuestros productos y cómo pueden ayudarte a satisfacer tus necesidades. 🙌🏼

¡Estamos emocionados de compartir con nuestros trabajadores los secretos detrás de nuestros productos y cómo pueden ayudarte a ti! 🤩 ¡Gracias por elegir nuestra empresa como tu proveedor de confianza! 💪🏼

#FormaciónDeProductos #MejoraContinua #NuestraCompañía #TrabajadoresMotivados #ExperienciaDelCliente #customerexperience #employeeexperience #tratamientodeaguasresiduales #wastewatersolutions #suds #depósitos #recuperaciónaguadelluvia #rainwaterharvesting #graf #grafiberica #team #rrhh",#FormaciónDeProductos #MejoraContinua #NuestraCompañía #TrabajadoresMotivados #ExperienciaDelCliente #customerexperience #employeeexperience #tratamientodeaguasresiduales #wastewatersolutions #suds #depósitos #recuperaciónaguadelluvia #rainwaterharvesting #graf #grafiberica #team #rrhh
"Thu, 23 Mar 2023 12:04:14 GMT","Arrancamos! Ya estamos en Connecting GAMMA. Ven a visitarnos en el Stand 31. 

¡Te esperamos! @grupgamma",
"Wed, 22 Mar 2023 08:13:00 GMT","Feliz día internacional del agua! 

Hoy aprovechamos para recordar la importancia que tiene el agua para la vida en la tierra. Es indispensable para todos. 

En GRAF, trabajamos cada día para promover un consumo responsable y sostenible del agua. ¿Quieres saber más?

Visita nuestra página web

📩info@grafiberica.com
📞 +34 972 91 37 67

#medioambiente #environment #graf #agua #water #aguapotable #sostenibilidad #sustainability #depositossoterrados #depositosexteriores #suds #depuradoras #one2clean #separadoresdegrasas #depósitosdegasóleo",#medioambiente #environment #graf #agua #water #aguapotable #sostenibilidad #sustainability #depositossoterrados #depositosexteriores #suds #depuradoras #one2clean #separadoresdegrasas #depósitosdegasóleo
"Tue, 21 Mar 2023 07:36:07 GMT","Los próximos días 23-24 de Marzo de 2023 estaremos en la feria #connectinggamma del 
@grupgamma
 
¡Os esperamos!

📩 info@grafiberica.com
📞 +34 972 91 37 67

#graf #grafiberica #depósitosoterrado #depósitoexterior #lluvia #agua #aguadelluvia #ahorro #casa #jardín #obra #aguapotable #sostenibilidad #reciclaje #solucionessostenibles #construcción #tratemoselagua #recuperaaguadelluvia #ahorroagua #tormenta",#connectinggamma #graf #grafiberica #depósitosoterrado #depósitoexterior #lluvia #agua #aguadelluvia #ahorro #casa #jardín #obra #aguapotable #sostenibilidad #reciclaje #solucionessostenibles #construcción #tratemoselagua #recuperaaguadelluvia #ahorroagua #tormenta
"Wed, 08 Mar 2023 09:04:51 GMT","¡Feliz Día Internacional de la Mujer! 💜Hoy queremos honrar a todas las mujeres fuertes, valientes y poderosas que nos inspiran a diario. 

En GRAF, nos enorgullecemos de tener a mujeres increíbles que trabajan duro para lograr nuestros y sus objetivos. Valoramos su dedicación, talento y seguiremos apoyándolas en su camino hacia el éxito. 🙌🏼

¡Unidas somos más fuertes, unidas somos mejores! 

#DíaInternacionaldelaMujer #IgualdaddeGénero #MujeresPoderosas #InternationalWomensDay #InternationalWomensDay2023 #Mujeres #graf #grafiberica #ottografgmbh",#DíaInternacionaldelaMujer #IgualdaddeGénero #MujeresPoderosas #InternationalWomensDay #InternationalWomensDay2023 #Mujeres #graf #grafiberica #ottografgmbh
